precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,magnitude,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check
MANCHESTER WARD 1,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,2104,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 1,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,42,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 1,GOVERNOR,,OTHER,TOTAL,5,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 1,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,2324,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 10,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1353,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 10,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,48,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 10,GOVERNOR,,OTHER,TOTAL,2,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 10,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1635,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 11,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1128,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 11,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,98,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 11,GOVERNOR,,OTHER,TOTAL,5,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 11,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1105,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 12,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1561,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 12,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,56,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 12,GOVERNOR,,OTHER,TOTAL,4,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 12,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1747,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 2,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1886,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 2,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,59,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 2,GOVERNOR,,OTHER,TOTAL,5,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 2,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1858,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 3,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1384,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 3,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,62,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 3,GOVERNOR,,OTHER,TOTAL,3,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 3,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,924,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 4,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1219,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 4,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,51,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 4,GOVERNOR,,OTHER,TOTAL,5,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 4,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1109,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 5,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,923,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 5,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,42,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 5,GOVERNOR,,OTHER,TOTAL,2,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 5,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,857,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 6,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1543,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 6,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,40,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 6,GOVERNOR,,OTHER,TOTAL,3,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 6,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,2244,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 7,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1239,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 7,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,55,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 7,GOVERNOR,,OTHER,TOTAL,1,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 7,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1386,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 8,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1464,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 8,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,41,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 8,GOVERNOR,,OTHER,TOTAL,3,HILLSBOROUGH,33011,MANCHESTER,3301145140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 8,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,2288,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 9,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1326,HILLSBOROUGH,33011,MANCHESTER,3301145140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 9,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,48,HILLSBOROUGH,33011,MANCHESTER,3301145140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MANCHESTER WARD 9,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1670,HILLSBOROUGH,33011,MANCHESTER,3301145140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLBOROUGH,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,604,CHESHIRE,33005,MARLBOROUGH,3300545460,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLBOROUGH,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,13,CHESHIRE,33005,MARLBOROUGH,3300545460,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLBOROUGH,GOVERNOR,,OTHER,TOTAL,1,CHESHIRE,33005,MARLBOROUGH,3300545460,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MARLBOROUGH,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,318,CHESHIRE,33005,MARLBOROUGH,3300545460,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLOW,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,181,CHESHIRE,33005,MARLOW,3300545700,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLOW,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,12,CHESHIRE,33005,MARLOW,3300545700,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MARLOW,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,178,CHESHIRE,33005,MARLOW,3300545700,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MASON,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,269,HILLSBOROUGH,33011,MASON,3301146260,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MASON,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,12,HILLSBOROUGH,33011,MASON,3301146260,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MASON,GOVERNOR,,OTHER,TOTAL,1,HILLSBOROUGH,33011,MASON,3301146260,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MASON,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,407,HILLSBOROUGH,33011,MASON,3301146260,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MEREDITH,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,1216,BELKNAP,33001,MEREDITH,3300147140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MEREDITH,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,42,BELKNAP,33001,MEREDITH,3300147140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MEREDITH,GOVERNOR,,OTHER,TOTAL,1,BELKNAP,33001,MEREDITH,3300147140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MEREDITH,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1976,BELKNAP,33001,MEREDITH,3300147140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MERRIMACK,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,4885,HILLSBOROUGH,33011,MERRIMACK,3301147540,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MERRIMACK,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,156,HILLSBOROUGH,33011,MERRIMACK,3301147540,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MERRIMACK,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,6535,HILLSBOROUGH,33011,MERRIMACK,3301147540,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MIDDLETON,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,217,STRAFFORD,33017,MIDDLETON,3301747700,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MIDDLETON,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,11,STRAFFORD,33017,MIDDLETON,3301747700,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MIDDLETON,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,480,STRAFFORD,33017,MIDDLETON,3301747700,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILAN,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,228,COOS,33007,MILAN,3300747860,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILAN,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,5,COOS,33007,MILAN,3300747860,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILAN,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,328,COOS,33007,MILAN,3300747860,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILFORD,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,2816,HILLSBOROUGH,33011,MILFORD,3301148020,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILFORD,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,137,HILLSBOROUGH,33011,MILFORD,3301148020,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILFORD,GOVERNOR,,OTHER,TOTAL,3,HILLSBOROUGH,33011,MILFORD,3301148020,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MILFORD,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,3447,HILLSBOROUGH,33011,MILFORD,3301148020,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILLSFIELD,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,3,COOS,33007,MILLSFIELD TOW,3300748260,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILLSFIELD,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,0,COOS,33007,MILLSFIELD TOW,3300748260,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILLSFIELD,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,16,COOS,33007,MILLSFIELD TOW,3300748260,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILTON,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,556,STRAFFORD,33017,MILTON,3301748660,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILTON,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,30,STRAFFORD,33017,MILTON,3301748660,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MILTON,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1143,STRAFFORD,33017,MILTON,3301748660,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONROE,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,139,GRAFTON,33009,MONROE,3300948980,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONROE,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,6,GRAFTON,33009,MONROE,3300948980,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONROE,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,254,GRAFTON,33009,MONROE,3300948980,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONT VERNON,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,640,HILLSBOROUGH,33011,MONT VERNON,3301149140,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONT VERNON,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,16,HILLSBOROUGH,33011,MONT VERNON,3301149140,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MONT VERNON,GOVERNOR,,OTHER,TOTAL,2,HILLSBOROUGH,33011,MONT VERNON,3301149140,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MONT VERNON,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,669,HILLSBOROUGH,33011,MONT VERNON,3301149140,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MOULTONBOROUGH,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,860,CARROLL,33003,MOULTONBOROUGH,3300349380,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MOULTONBOROUGH,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,20,CARROLL,33003,MOULTONBOROUGH,3300349380,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
MOULTONBOROUGH,GOVERNOR,,OTHER,TOTAL,1,CARROLL,33003,MOULTONBOROUGH,3300349380,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
MOULTONBOROUGH,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,1764,CARROLL,33003,MOULTONBOROUGH,3300349380,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NASHUA WARD 1,GOVERNOR,DEMOCRAT,DEMOCRAT,TOTAL,2113,HILLSBOROUGH,33011,NASHUA,3301150260,MOLLY KELLY,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NASHUA WARD 1,GOVERNOR,LIBERTARIAN,LIBERTARIAN,TOTAL,62,HILLSBOROUGH,33011,NASHUA,3301150260,JILLETTA JARVIS,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NASHUA WARD 1,GOVERNOR,,OTHER,TOTAL,3,HILLSBOROUGH,33011,NASHUA,3301150260,WRITEIN,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
NASHUA WARD 1,GOVERNOR,REPUBLICAN,REPUBLICAN,TOTAL,2297,HILLSBOROUGH,33011,NASHUA,3301150260,CHRIS SUNUNU,STATEWIDE,1,STATE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
